block_code,latitude,longitude,Skill_Score
Z92B114,25.063377,51.546985,2.2
Z92B110,25.015993,51.542143,2.08
Z56B072,25.240211,51.46457,2.22
Z92B024,24.992926,51.575067,2.14
Z92B022,24.997718,51.580181,2.08
Z81B035,25.162335,51.421223,2.22
Z81B024,25.168008,51.416897,2.25
Z81B036,25.154305,51.426989,2.19
Z85B050,25.289707,50.98496,2.16
Z81B022,25.171291,51.391678,2.22
Z90B079,25.143189,51.590108,2.36
Z90B084,25.148829,51.599782,2.19
Z90B085,25.149563,51.596468,2.23
Z90B097,25.154439,51.603724,2.17
Z81B028,25.164797,51.397796,2.22
Z14B040,25.276752,51.521254,2.0
Z14B049,25.27493,51.523036,2.15
Z14B050,25.275008,51.523749,2.13
Z17B009,25.283149,51.542221,2.21
Z18B024,25.289065,51.542916,2.21
Z69B999,25.396617,51.539403,2.17
Z69B064,25.384604,51.518066,2.22
Z70B089,25.483576,51.416274,2.2
Z81B030,25.153796,51.391821,2.27
Z70B163,25.442423,51.455731,2.21
Z69B073,25.383235,51.530335,2.24
Z69B078,25.387119,51.528031,2.14
Z69B074,25.386267,51.530701,2.0
Z70B162,25.447155,51.4541,2.19
Z70B183,25.435262,51.459906,2.2
Z70B184,25.438698,51.464204,2.23
Z70B087,25.487318,51.417846,2.21
Z70B085,25.487482,51.411896,2.18
Z70B082,25.491494,51.417948,2.2
Z70B180,25.42689,51.464139,2.2
Z70B181,25.430735,51.459901,2.19
Z70B185,25.438706,51.455673,2.22
Z70B187,25.426887,51.455703,2.2
Z70B193,25.437956,51.447321,2.32
Z70B189,25.430273,51.449491,2.2
Z70B191,25.433305,51.44023,2.17
Z70B190,25.429373,51.442904,2.21
Z79B033,26.125124,51.204622,2.27
Z74B157,25.686198,51.494147,2.25
Z74B123,25.687131,51.48479,2.17
Z84B004,25.20545,50.922822,2.25
Z80B019,25.443884,51.260561,2.1
Z80B091,25.364504,51.23446,2.14
Z80B092,25.357727,51.244459,2.12
Z80B046,25.41253,51.184368,2.18
Z80B045,25.415474,51.180149,2.18
Z84B001,25.244944,50.992283,2.25
Z27B054,25.278748,51.544689,2.13
Z27B050,25.278394,51.548313,2.18
Z57B078,25.192802,51.435313,2.21
Z57B079,25.190361,51.437043,2.11
Z57B061,25.19026,51.427567,2.19
Z57B066,25.189072,51.43484,2.24
Z55B066,25.261911,51.46745,2.19
Z73B014,25.606015,51.226622,2.1
Z57B132,25.175736,51.443084,2.23
Z57B127,25.173479,51.439246,2.16
Z53B138,25.296432,51.4041,2.23
Z53B051,25.295318,51.410339,2.21
Z53B039,25.295503,51.413304,2.2
Z55B005,25.269544,51.479497,2.23
Z55B084,25.251756,51.462267,2.2
Z55B148,25.232412,51.432871,2.19
Z55B140,25.23677,51.441128,2.24
Z56B114,25.214583,51.443536,2.12
Z56B128,25.226973,51.466734,2.22
Z55B339,25.214471,51.351482,2.21
Z04B054,25.279908,51.531152,2.0
Z24B062,25.269411,51.520077,2.25
Z54B081,25.266243,51.441405,2.21
Z54B075,25.264838,51.432863,2.28
Z55B197,25.250733,51.422178,2.21
Z55B195,25.250134,51.423759,2.18
Z73B056,25.761095,51.019137,2.18
Z95B017,24.964244,51.241638,2.11
Z95B006,25.084304,51.240346,2.38
Z53B023,25.290754,51.422699,2.24
Z53B024,25.290276,51.426044,2.19
Z53B022,25.293045,51.422467,2.17
Z53B001,25.295972,51.44329,2.22
Z53B041,25.298328,51.415787,2.18
Z71B109,25.475535,51.381883,2.19
Z71B102,25.485102,51.381188,2.3
Z71B103,25.485119,51.383642,2.15
Z06B004,25.284881,51.53524,2.5
Z63B003,25.328495,51.518692,2.19
Z63B022,25.321599,51.519777,2.28
Z57B166,25.168513,51.436004,2.37
Z57B161,25.169152,51.442299,2.25
Z38B004,25.289609,51.504799,2.5
Z38B003,25.289411,51.503412,2.11
Z38B012,25.290806,51.497962,2.24
Z38B011,25.290134,51.497815,2.07
Z81B013,25.180029,51.383021,2.23
Z81B051,25.124002,51.237353,2.3
Z81B005,25.177357,51.389757,2.23
Z90B166,25.18858,51.59404,2.22
Z81B020,25.175383,51.355124,2.24
Z81B040,25.140939,51.401033,2.19
Z81B037,25.150756,51.420068,2.24
Z42B021,25.25818,51.53917,2.14
Z04B046,25.281568,51.530505,2.21
Z55B207,25.262099,51.424243,2.24
Z57B106,25.176318,51.425479,2.21
Z39B024,25.278538,51.495188,2.18
Z39B026,25.277306,51.49596,2.18
Z39B101,25.265407,51.497353,2.22
Z34B057,25.311393,51.475038,2.22
Z34B062,25.31165,51.480265,2.24
Z34B063,25.31189,51.482906,2.17
Z34B066,25.312099,51.485766,2.2
Z34B054,25.312757,51.472865,2.15
Z34B058,25.313035,51.474881,2.2
Z36B014,25.304252,51.48197,2.18
Z27B058,25.278541,51.54312,2.31
Z27B053,25.278976,51.546019,2.11
Z27B041,25.27921,51.55027,1.86
Z27B044,25.278779,51.551152,2.17
Z27B052,25.278637,51.546728,2.15
Z27B031,25.279653,51.545874,1.96
Z27B040,25.27971,51.550256,2.67
Z30B013,25.350393,51.468388,2.19
Z30B016,25.352342,51.463548,2.16
Z30B012,25.353514,51.466832,2.23
Z30B010,25.355279,51.471287,2.21
Z30B005,25.355641,51.474956,2.2
Z57B090,25.185505,51.449423,2.18
Z91B079,25.170264,51.537687,2.2
Z91B103,25.165029,51.535669,2.19
Z91B205,25.110346,51.455672,2.5
Z91B220,25.107621,51.416199,2.17
Z54B006,25.292434,51.46142,2.21
Z80B027,25.438277,51.220524,2.19
Z32B059,25.324462,51.482612,2.04
Z32B038,25.321501,51.471694,2.03
Z57B139,25.185595,51.45415,2.24
Z57B136,25.183613,51.450766,2.22
Z57B095,25.1811,51.437961,2.21
Z57B096,25.18234,51.437058,2.21
Z57B101,25.176932,51.430197,2.18
Z57B098,25.179937,51.432066,2.16
Z56B133,25.234016,51.473339,2.33
Z56B141,25.231294,51.477511,1.92
Z56B138,25.228951,51.487392,2.2
Z57B009,25.216617,51.429048,2.2
Z91B175,25.144162,51.497248,2.15
Z91B157,25.151274,51.524952,2.39
Z91B114,25.153482,51.534651,2.21
Z91B102,25.164699,51.539125,2.22
Z92B023,24.995458,51.582012,2.11
Z36B002,25.306191,51.483909,2.13
Z36B028,25.301463,51.475475,2.05
Z55B038,25.255233,51.477041,2.24
Z55B016,25.266158,51.492917,2.2
Z56B221,25.223979,51.494551,2.17
Z56B225,25.219748,51.500963,2.0
Z56B224,25.223567,51.500585,2.23
Z56B198,25.211673,51.483892,2.22
Z56B194,25.216894,51.480609,2.24
Z57B077,25.194524,51.438249,2.19
Z57B029,25.198912,51.423824,2.2
Z57B043,25.201564,51.442831,2.23
Z57B088,25.187862,51.446239,2.14
Z57B162,25.167001,51.443792,2.26
Z80B004,25.365081,51.265003,2.2
Z92B020,25.005217,51.581812,2.42
Z91B094,25.162961,51.55029,2.2
Z91B067,25.183887,51.558023,2.18
Z91B069,25.1796,51.554642,2.19
Z91B146,25.140458,51.53681,2.34
Z91B133,25.149731,51.559247,2.19
Z91B132,25.149881,51.561899,2.21
Z67B018,25.342447,51.503889,2.23
Z67B004,25.346478,51.490655,2.19
Z67B024,25.333816,51.500984,2.24
Z67B016,25.339513,51.496735,2.15
Z55B295,25.236975,51.384027,2.22
Z90B070,25.108624,51.576796,2.26
Z80B094,25.345576,51.240511,2.18
Z92B014,25.000684,51.562759,2.26
Z92B013,25.002616,51.568197,2.26
Z90B081,25.140857,51.595949,2.14
Z90B091,25.152617,51.586795,2.11
Z71B303,25.367271,51.440671,2.2
Z71B300,25.375245,51.435292,2.21
Z71B301,25.372617,51.436787,2.19
Z71B278,25.382001,51.421238,2.18
Z71B271,25.387781,51.418871,2.23
Z71B276,25.385797,51.422354,2.19
Z80B051,25.396274,51.203328,2.26
Z80B050,25.399393,51.199326,2.24
Z94B020,24.878969,51.465557,2.24
Z80B049,25.403067,51.195904,2.21
Z55B286,25.240274,51.382576,2.22
Z55B263,25.254954,51.375423,2.19
Z53B196,25.258055,51.354332,2.24
Z55B328,25.192909,51.364654,2.21
Z53B063,25.285043,51.419126,2.18
Z53B065,25.284406,51.411317,2.21
Z53B200,25.251149,51.354007,2.2
Z53B110,25.271063,51.419299,2.28
Z55B021,25.263937,51.490543,2.22
Z55B027,25.263851,51.487171,2.14
Z55B281,25.249212,51.378652,2.19
Z80B001,25.381628,51.294366,2.22
Z80B020,25.447913,51.260564,2.17
Z80B021,25.452761,51.260566,2.18
Z95B005,25.070331,51.292256,2.16
Z56B258,25.194583,51.503848,2.19
Z55B060,25.26161,51.478796,2.21
Z55B059,25.259662,51.477165,2.22
Z55B054,25.259398,51.471693,2.19
Z55B053,25.259386,51.468315,2.22
Z71B310,25.366127,51.436788,2.18
Z55B062,25.266047,51.475248,2.21
Z66B050,25.37207,51.553815,2.09
Z66B045,25.378644,51.547852,2.19
Z66B044,25.379623,51.546751,2.17
Z66B055,25.364126,51.566002,2.21
Z34B008,25.320966,51.47381,2.12
Z34B007,25.321238,51.474796,2.18
Z66B048,25.375816,51.552214,2.19
Z55B020,25.265038,51.489775,2.27
Z55B017,25.264446,51.494824,2.2
Z55B253,25.249612,51.404061,2.16
Z55B234,25.23745,51.401799,2.26
Z55B238,25.240443,51.397594,2.18
Z55B243,25.243499,51.400887,2.2
Z57B135,25.181638,51.447394,2.21
Z39B010,25.277703,51.501301,2.26
Z57B125,25.170679,51.434495,2.17
Z36B017,25.304326,51.487763,2.2
Z57B152,25.174997,51.452094,2.21
Z57B146,25.178977,51.458838,2.19
Z57B163,25.165351,51.440967,2.13
Z56B173,25.202263,51.457996,2.24
Z57B027,25.198287,51.418204,2.25
Z57B032,25.201998,51.425599,2.22
Z57B026,25.199817,51.417178,2.22
Z56B046,25.241312,51.484814,2.2
Z34B006,25.321518,51.475835,2.18
Z34B001,25.321584,51.48503,2.2
Z38B017,25.288307,51.500373,2.2
Z35B004,25.316769,51.492659,2.22
Z35B001,25.316828,51.494575,2.2
Z35B006,25.315671,51.492009,2.3
Z40B054,25.262268,51.522826,2.24
Z40B068,25.255896,51.522732,2.21
Z40B067,25.255583,51.519448,2.2
Z40B027,25.254959,51.509656,2.2
Z40B058,25.258158,51.523035,2.17
Z51B110,25.343921,51.437207,2.21
Z43B018,25.242989,51.522069,2.18
Z43B010,25.247779,51.522814,2.17
Z43B015,25.242753,51.518173,2.22
Z66B062,25.361369,51.561603,2.22
Z53B069,25.280119,51.408577,2.18
Z66B056,25.364897,51.578295,2.33
Z53B070,25.280917,51.410721,2.18
Z53B067,25.281752,51.406783,2.2
Z53B075,25.277342,51.428752,2.18
Z53B073,25.284423,51.42221,2.18
Z53B064,25.285001,51.415456,2.17
Z53B061,25.286862,51.411549,2.2
Z53B060,25.287087,51.409299,2.16
Z53B066,25.285044,51.408099,1.98
Z53B031,25.287821,51.422077,2.17
Z53B062,25.287528,51.415285,2.23
Z35B011,25.311964,51.490307,2.28
Z39B068,25.271601,51.503055,2.21
Z39B085,25.272172,51.493143,2.25
Z44B017,25.247433,51.539715,2.16
Z44B015,25.248964,51.535932,2.25
Z44B016,25.24954,51.53776,2.22
Z44B002,25.253364,51.531842,2.2
Z44B006,25.252748,51.52902,2.22
Z35B010,25.311767,51.489043,2.2
Z57B159,25.173582,51.444604,2.23
Z53B057,25.290067,51.41182,2.21
Z53B055,25.292523,51.412034,2.22
Z06B011,25.284985,51.53797,2.16
Z53B097,25.275247,51.425135,2.19
Z53B100,25.269116,51.425329,2.16
Z71B104,25.482676,51.381888,2.27
Z35B003,25.318044,51.49299,2.31
Z35B007,25.31493,51.490518,2.12
Z35B022,25.309886,51.489871,2.2
Z35B020,25.309764,51.493485,2.29
Z68B004,25.37591,51.473733,2.21
Z61B001,25.348935,51.528645,2.2
Z32B037,25.322764,51.469803,2.22
Z32B029,25.324527,51.4714,2.18
Z90B157,25.177874,51.5958,2.34
Z71B131,25.471114,51.394796,2.23
Z54B097,25.265317,51.461546,2.2
Z54B095,25.265224,51.454683,2.18
Z54B101,25.275352,51.454304,2.2
Z54B056,25.279257,51.462087,2.18
Z54B060,25.278857,51.456157,2.21
Z57B100,25.177107,51.434077,2.17
Z57B065,25.188989,51.430268,2.21
Z44B013,25.248039,51.529193,2.23
Z44B012,25.24773,51.526988,2.19
Z44B010,25.251697,51.526601,2.2
Z44B005,25.251068,51.529339,2.21
Z41B033,25.257439,51.526945,2.21
Z41B021,25.259754,51.532788,2.27
Z41B023,25.260474,51.535073,2.19
Z36B033,25.296121,51.487038,2.21
Z40B044,25.262605,51.513595,2.17
Z40B052,25.262888,51.519062,2.21
Z40B043,25.260927,51.51332,2.2
Z40B047,25.263342,51.515071,2.21
Z40B033,25.262853,51.508988,2.18
Z39B084,25.272714,51.495545,2.15
Z41B032,25.257294,51.528883,2.22
Z26B076,25.265654,51.542927,2.33
Z26B038,25.268108,51.538084,2.22
Z71B279,25.380132,51.416576,2.19
Z71B269,25.39637,51.415237,2.21
Z71B270,25.391413,51.416223,2.18
Z71B256,25.393592,51.42117,2.19
Z71B080,25.495802,51.404645,2.19
Z80B072,25.379125,51.218615,2.26
Z80B115,25.335246,51.212426,2.2
Z80B114,25.335737,51.215753,2.18
Z90B162,25.18405,51.593056,2.2
Z71B257,25.393196,51.424902,2.18
Z71B258,25.396224,51.424499,2.18
Z71B259,25.397472,51.428472,2.21
Z71B252,25.400134,51.425235,2.22
Z71B249,25.402577,51.421281,2.24
Z91B303,25.125682,51.5469,2.24
Z30B020,25.346505,51.458832,2.23
Z30B015,25.348418,51.463098,2.23
Z30B014,25.349202,51.465616,2.18
Z39B007,25.280481,51.501424,2.19
Z39B002,25.280611,51.503849,2.19
Z39B001,25.279561,51.505987,2.21
Z33B013,25.331995,51.483111,2.33
Z33B008,25.33217,51.488338,2.32
Z33B007,25.333632,51.490263,2.16
Z26B024,25.270245,51.538661,2.3
Z26B027,25.270168,51.537891,2.24
Z26B004,25.274211,51.537204,2.2
Z26B008,25.272945,51.537381,2.05
Z26B007,25.273294,51.538111,2.15
Z26B053,25.267367,51.546725,2.2
Z26B052,25.267857,51.545618,2.11
Z26B035,25.268366,51.53949,2.04
Z26B046,25.269337,51.544352,2.22
Z03B003,25.287293,51.525964,2.31
Z30B007,25.350322,51.474401,2.17
Z54B028,25.285253,51.438394,2.25
Z71B311,25.366291,51.433751,2.19
Z71B289,25.375243,51.423636,2.18
Z71B291,25.376065,51.428689,2.19
Z71B280,25.377561,51.418096,2.18
Z71B288,25.377257,51.422756,2.2
Z34B083,25.308725,51.473237,2.3
Z34B078,25.309923,51.478665,2.25
Z39B022,25.275771,51.490358,2.24
Z27B021,25.281888,51.550499,2.02
Z27B013,25.281935,51.547511,2.17
Z82B014,25.244607,51.191391,2.16
Z82B016,25.220492,51.207547,2.17
Z37B035,25.300109,51.500786,2.15
Z37B059,25.299238,51.497779,2.2
Z66B077,25.366474,51.55353,2.26
Z66B075,25.368893,51.554122,2.36
Z66B038,25.375314,51.542233,2.26
Z66B042,25.375872,51.544991,2.26
Z66B049,25.374099,51.560655,2.19
Z66B046,25.375398,51.546784,2.05
Z92B040,24.976115,51.554187,2.33
Z26B077,25.266177,51.543948,2.18
Z37B017,25.306176,51.495424,2.26
Z37B060,25.298197,51.49804,2.2
Z37B067,25.29952,51.490885,2.27
Z66B037,25.374744,51.540087,2.21
Z66B036,25.374166,51.538944,2.2
Z55B003,25.271435,51.482247,2.2
Z55B036,25.25521,51.481196,2.18
Z31B043,25.333973,51.466196,2.35
Z31B042,25.335358,51.469894,2.2
Z55B324,25.198682,51.378232,1.95
Z82B011,25.290818,51.174581,2.09
Z82B019,25.249545,51.149276,2.23
Z54B084,25.270649,51.441609,2.23
Z54B099,25.267882,51.461111,2.18
Z71B236,25.421599,51.416678,2.15
Z71B237,25.417896,51.415353,2.18
Z34B022,25.320141,51.485016,2.21
Z34B011,25.31896,51.471232,2.21
Z34B009,25.320719,51.472885,2.24
Z38B016,25.289125,51.499444,2.07
Z38B015,25.288896,51.497957,2.2
Z38B014,25.289098,51.496687,2.18
Z38B008,25.28908,51.502173,2.27
Z38B006,25.288682,51.504604,2.27
Z38B010,25.290507,51.50011,2.38
Z53B160,25.268312,51.380854,2.16
Z53B161,25.265542,51.381393,2.17
Z53B158,25.268038,51.386048,2.37
Z38B032,25.28713,51.498072,2.09
Z38B019,25.287945,51.504753,2.05
Z54B059,25.278835,51.458857,2.2
Z54B064,25.278639,51.446453,2.2
Z54B067,25.279244,51.436036,2.22
Z55B282,25.246224,51.379915,2.19
Z55B285,25.243498,51.381189,2.2
Z55B287,25.239427,51.378214,2.21
Z71B201,25.412734,51.410777,2.16
Z71B202,25.413432,51.407948,2.2
Z55B002,25.271456,51.485994,2.2
Z55B001,25.273157,51.488997,2.21
Z55B008,25.263423,51.481199,2.13
Z55B321,25.199349,51.374898,2.13
Z71B253,25.398268,51.419154,2.2
Z55B009,25.265297,51.485123,2.22
Z71B251,25.401317,51.423508,2.19
Z71B247,25.402359,51.415181,2.24
Z71B254,25.398167,51.422806,2.21
Z71B255,25.396508,51.419909,2.24
Z39B088,25.268751,51.495193,2.2
Z40B019,25.258969,51.502084,2.24
Z40B049,25.260965,51.516647,2.22
Z40B021,25.259495,51.50398,2.19
Z40B046,25.261758,51.51553,2.16
Z40B042,25.260591,51.511841,2.22
Z71B244,25.406127,51.420976,2.19
Z71B250,25.403876,51.422923,2.24
Z39B077,25.272947,51.508294,2.2
Z39B062,25.274664,51.505814,2.22
Z39B053,25.276779,51.500726,2.23
Z39B052,25.2759,51.500764,2.18
Z39B048,25.275518,51.498752,1.95
Z39B045,25.277044,51.4985,2.29
Z54B087,25.273274,51.443498,2.19
Z71B232,25.42422,51.411411,2.08
Z71B233,25.427757,51.410852,2.29
Z53B027,25.288398,51.430177,2.19
Z38B037,25.287181,51.49719,2.17
Z71B200,25.415315,51.409625,2.19
Z68B022,25.350032,51.493688,2.23
Z71B231,25.42194,51.412118,2.04
Z55B268,25.250124,51.369853,2.18
Z57B010,25.218094,51.431559,2.25
Z71B188,25.414716,51.402236,2.09
Z57B071,25.199307,51.448594,2.26
Z57B042,25.205305,51.444348,2.16
Z57B012,25.215974,51.436763,2.15
Z54B015,25.293326,51.45456,2.22
Z54B073,25.271104,51.43595,2.2
Z54B092,25.267953,51.45014,2.18
Z54B094,25.26685,51.453793,2.21
Z26B033,25.268564,51.540615,2.17
Z26B042,25.268528,51.541869,2.12
Z26B031,25.269332,51.540576,2.21
Z26B028,25.269376,51.538643,2.22
Z39B035,25.273961,51.490878,2.18
Z39B036,25.273971,51.492429,2.2
Z39B004,25.278389,51.504157,2.2
Z39B003,25.279625,51.504463,2.17
Z39B005,25.278231,51.503163,2.23
Z40B051,25.261898,51.519628,2.19
Z40B023,25.257344,51.505894,2.16
Z40B031,25.259821,51.509732,2.25
Z40B055,25.260865,51.51982,2.2
Z54B070,25.275756,51.434932,2.24
Z55B122,25.255393,51.449548,2.21
Z55B123,25.255604,51.445638,2.23
Z65B004,25.336113,51.508366,2.25
Z30B019,25.347803,51.460539,2.18
Z57B105,25.177229,51.424071,2.21
Z57B117,25.164721,51.425746,2.14
Z57B124,25.172874,51.434297,2.0
Z57B131,25.177361,51.44194,2.29
Z56B020,25.239415,51.513957,2.23
Z39B087,25.270134,51.493474,2.15
Z91B089,25.161873,51.557326,2.2
Z91B086,25.165234,51.560982,2.21
Z91B149,25.146996,51.527859,2.22
Z91B213,25.129793,51.416731,2.19
Z91B217,25.127862,51.423232,2.15
Z39B071,25.271956,51.500453,2.23
Z91B122,25.158816,51.561131,2.21
Z55B164,25.235852,51.4296,2.19
Z90B134,25.168501,51.605559,2.2
Z51B225,25.350634,51.387432,2.13
Z55B162,25.23246,51.428645,2.18
Z90B061,25.102832,51.575204,2.18
Z43B004,25.253757,51.510788,2.22
Z44B009,25.249224,51.525104,2.16
Z44B014,25.248824,51.532149,2.22
Z38B041,25.282548,51.496,2.22
Z39B075,25.270047,51.505437,2.2
Z39B098,25.270093,51.499753,2.19
Z39B093,25.270352,51.497372,2.26
Z39B074,25.2698,51.503769,2.22
Z39B094,25.270832,51.498121,2.27
Z67B022,25.331449,51.504504,2.23
Z73B019,25.606151,51.111063,2.43
Z38B046,25.284461,51.500765,2.27
Z38B035,25.284755,51.497663,2.2
Z56B027,25.230189,51.501727,2.22
Z56B029,25.235401,51.498001,2.23
Z72B055,25.521551,50.958153,2.21
Z38B028,25.285129,51.499806,2.12
Z91B119,25.153892,51.55022,2.16
Z67B002,25.345772,51.501331,2.24
Z80B095,25.354089,51.234408,2.06
Z54B037,25.284639,51.442069,2.18
Z54B030,25.284331,51.434742,2.22
Z91B123,25.156029,51.561533,2.29
Z54B042,25.284597,51.451381,2.21
Z55B212,25.265979,51.425022,2.19
Z71B025,25.443884,51.270086,2.2
Z71B026,25.441456,51.270133,2.17
Z71B028,25.437128,51.270119,2.16
Z73B020,25.624034,51.093641,2.54
Z54B038,25.286552,51.444294,2.18
Z71B093,25.485913,51.389249,2.18
Z71B096,25.488535,51.377935,2.23
Z55B228,25.249093,51.40888,2.25
Z55B232,25.241244,51.408766,2.22
Z55B171,25.237089,51.419078,2.15
Z54B110,25.269734,51.472917,2.2
Z26B051,25.268252,51.547851,2.04
Z26B045,25.269063,51.54403,2.24
Z26B047,25.269521,51.544583,2.28
Z26B048,25.269837,51.544923,2.21
Z26B015,25.270219,51.54209,2.12
Z26B020,25.271217,51.539921,2.26
Z26B050,25.270197,51.545978,2.24
Z26B025,25.271599,51.538367,2.19
Z37B015,25.304696,51.494057,2.18
Z38B024,25.284855,51.502164,2.23
Z37B043,25.301705,51.495078,2.21
Z37B047,25.302765,51.493013,2.25
Z37B048,25.303071,51.491577,2.17
Z37B026,25.302602,51.496375,2.27
Z37B013,25.306224,51.494196,2.2
Z37B006,25.307052,51.493287,2.22
Z37B012,25.306046,51.493135,2.13
Z37B001,25.309466,51.495942,2.21
Z37B002,25.307999,51.496774,2.15
Z55B215,25.263914,51.415178,2.21
Z61B023,25.321001,51.528712,2.1
Z71B009,25.549917,51.298599,2.11
Z91B268,25.092367,51.513153,2.18
Z71B313,25.371201,51.431923,2.16
Z71B302,25.369898,51.43873,2.22
Z63B009,25.325768,51.526628,2.22
Z63B005,25.328215,51.521463,2.13
Z63B029,25.318463,51.521515,2.16
Z63B028,25.319728,51.52166,2.2
Z56B017,25.240578,51.506773,2.22
Z56B012,25.244335,51.505565,2.2
Z56B022,25.2362,51.508511,2.18
Z56B019,25.24137,51.511412,2.32
Z56B220,25.226774,51.493815,2.33
Z91B161,25.158188,51.523945,2.2
Z26B026,25.271518,51.537683,2.18
Z66B063,25.363173,51.557292,2.13
Z57B018,25.208945,51.428012,2.23
Z38B034,25.285306,51.49854,2.08
Z38B027,25.285591,51.500895,2.61
Z26B014,25.271198,51.543051,2.3
Z37B076,25.297427,51.502771,2.28
Z37B036,25.299422,51.500911,2.2
Z38B025,25.286377,51.502257,2.16
Z38B026,25.28681,51.50091,2.16
Z38B021,25.285389,51.504825,2.08
Z37B045,25.30256,51.493914,2.25
Z92B017,24.995846,51.568272,2.26
Z95B026,24.842109,51.283999,2.09
Z71B195,25.425519,51.408092,2.19
Z71B198,25.417108,51.40758,2.17
Z66B033,25.37347,51.534883,2.16
Z55B288,25.24196,51.377107,2.18
Z91B115,25.149128,51.532547,2.2
Z54B027,25.287006,51.440376,2.21
Z57B015,25.210933,51.43139,2.13
Z57B001,25.219063,51.425949,2.26
Z57B144,25.178635,51.463254,2.15
Z57B193,25.167312,51.453483,2.18
Z57B202,25.171847,51.463895,2.15
Z43B027,25.248247,51.504541,2.23
Z43B002,25.252975,51.518977,2.17
Z43B006,25.248033,51.513932,2.2
Z31B029,25.33554,51.463427,2.16
Z31B008,25.345958,51.464141,2.14
Z31B001,25.348238,51.478012,2.19
Z26B073,25.265236,51.541906,2.15
Z37B027,25.30336,51.497993,2.21
Z37B025,25.303281,51.496644,2.2
Z57B194,25.170615,51.455209,2.22
Z57B200,25.17458,51.461958,2.17
Z57B188,25.163693,51.446088,2.16
Z54B116,25.273207,51.479708,2.29
Z54B114,25.278192,51.479258,2.17
Z54B117,25.273062,51.482434,2.26
Z57B143,25.180712,51.461778,1.99
Z57B149,25.176986,51.455465,2.22
Z57B148,25.179064,51.453995,2.16
Z57B154,25.175189,51.447917,2.21
Z55B289,25.239541,51.373833,2.21
Z55B291,25.236189,51.37632,2.19
Z55B300,25.229588,51.378331,2.23
Z66B007,25.373616,51.507243,2.22
Z80B087,25.373941,51.230332,2.2
Z80B080,25.364535,51.225626,2.2
Z55B118,25.253688,51.451495,2.14
Z56B227,25.225977,51.504821,2.18
Z56B226,25.218749,51.502212,2.22
Z56B222,25.223585,51.497008,2.16
Z55B177,25.22859,51.41328,2.21
Z55B170,25.231434,51.417938,2.21
Z55B183,25.24229,51.418482,2.18
Z55B294,25.23738,51.37994,2.2
Z26B017,25.27148,51.541311,2.19
Z26B016,25.270929,51.541688,2.21
Z27B073,25.274234,51.545467,2.3
Z27B071,25.27402,51.543292,2.18
Z27B074,25.274547,51.545154,2.26
Z27B070,25.274547,51.541767,2.13
Z27B075,25.274823,51.544857,2.25
Z27B069,25.274925,51.542857,2.2
Z27B076,25.275154,51.544516,2.24
Z27B068,25.275329,51.542437,2.19
Z27B080,25.275417,51.545916,2.17
Z26B029,25.269006,51.538774,2.03
Z26B030,25.269115,51.539609,2.12
Z46B001,25.237556,51.545745,2.26
Z56B086,25.234042,51.447458,2.0
Z55B189,25.243525,51.422354,2.22
Z55B196,25.248292,51.419811,2.21
Z55B070,25.259428,51.46403,2.24
Z55B068,25.26301,51.462393,2.21
Z55B069,25.261177,51.463296,2.23
Z67B021,25.336996,51.503508,2.22
Z67B020,25.338942,51.500341,2.33
Z67B027,25.336665,51.487417,2.22
Z67B019,25.340286,51.503331,2.2
Z91B154,25.148225,51.516256,2.18
Z57B175,25.162504,51.429548,2.19
Z71B228,25.414399,51.413029,2.08
Z71B199,25.41812,51.409756,2.24
Z57B008,25.213726,51.424073,2.2
Z90B123,25.163699,51.606316,2.15
Z91B121,25.157049,51.555845,2.43
Z91B135,25.149218,51.554216,2.18
Z91B139,25.142644,51.553281,2.19
Z91B138,25.142127,51.55664,2.24
Z82B073,25.170313,51.28939,2.35
Z82B077,25.166299,51.297574,2.24
Z82B074,25.167043,51.289408,2.27
Z82B075,25.167342,51.291876,2.16
Z82B076,25.167362,51.29427,2.18
Z46B003,25.235407,51.542242,2.21
Z51B105,25.340525,51.445936,2.21
Z51B187,25.337815,51.375684,2.26
Z56B101,25.224784,51.435128,2.19
Z56B098,25.227224,51.435989,2.36
Z56B105,25.22655,51.442958,2.21
Z56B099,25.226708,51.438738,2.2
Z54B062,25.280302,51.44969,2.2
Z46B016,25.233708,51.548682,2.21
Z32B047,25.329959,51.474633,2.17
Z32B050,25.330215,51.477619,2.24
Z67B013,25.340129,51.493238,2.2
Z67B006,25.347228,51.481892,2.29
Z67B003,25.347188,51.49622,2.19
Z55B137,25.237846,51.43553,2.2
Z53B129,25.27147,51.403716,2.03
Z53B130,25.274754,51.403723,2.26
Z67B014,25.344738,51.495278,2.15
Z61B020,25.328134,51.526576,2.12
Z61B016,25.33013,51.531769,2.29
Z71B088,25.481459,51.39864,2.18
Z71B089,25.484083,51.398741,2.2
Z71B091,25.486374,51.393825,2.19
Z71B246,25.40392,51.416974,2.24
Z71B214,25.40623,51.393331,2.18
Z57B002,25.213179,51.415742,2.18
Z57B005,25.20686,51.412404,2.25
Z71B053,25.475672,51.360568,2.36
Z71B165,25.446775,51.390417,1.96
Z71B020,25.446099,51.286504,2.2
Z32B039,25.333855,51.480022,2.56
Z37B020,25.305229,51.498519,2.12
Z55B233,25.239828,51.404253,1.96
Z55B241,25.246707,51.404042,2.2
