block_code,latitude,longitude,Skill_Score
Z23B029,25.28137,51.508767,2.21
Z23B074,25.273521,51.510539,2.23
Z24B048,25.267263,51.520263,2.23
Z24B047,25.267372,51.521524,2.18
Z24B034,25.268751,51.515884,2.23
Z24B022,25.27402,51.519948,2.14
Z24B045,25.264855,51.520749,2.22
Z22B005,25.289476,51.507557,2.26
Z25B059,25.266492,51.529157,2.13
Z25B062,25.26654,51.529784,2.16
Z25B063,25.266598,51.530415,2.2
Z25B089,25.265871,51.537348,2.23
Z25B067,25.266948,51.531481,2.25
Z25B069,25.266864,51.53311,2.27
Z25B075,25.267054,51.53406,2.07
Z25B077,25.267243,51.535236,2.17
Z25B038,25.269295,51.53272,2.15
Z25B035,25.27022,51.533983,2.26
Z15B021,25.277699,51.531558,2.21
Z15B020,25.277735,51.532601,2.12
Z01B001,25.294133,51.534423,2.23
Z25B042,25.27047,51.531306,2.22
Z25B032,25.270703,51.536669,2.06
Z25B028,25.271077,51.535438,2.17
Z25B054,25.268161,51.528102,2.24
Z25B055,25.267701,51.527341,2.11
Z25B110,25.26412,51.528214,2.12
Z25B111,25.264205,51.527141,2.04
Z25B112,25.264631,51.527798,2.14
Z25B105,25.265134,51.530437,2.2
Z25B099,25.263942,51.532603,2.15
Z25B002,25.273726,51.534957,2.17
Z25B001,25.273654,51.536209,2.07
Z25B033,25.269924,51.536794,2.06
Z22B041,25.286527,51.511776,2.2
Z14B004,25.27921,51.520528,2.0
Z14B015,25.279464,51.526045,2.18
Z16B001,25.282157,51.544292,2.06
Z16B011,25.281167,51.540956,2.24
Z16B014,25.280714,51.539713,2.32
Z16B017,25.281305,51.53899,2.2
Z16B025,25.279885,51.537411,2.23
Z16B027,25.280655,51.5375,2.27
Z15B001,25.278916,51.535055,2.18
Z25B045,25.269939,51.530248,2.25
Z13B017,25.286533,51.522633,2.15
Z01B013,25.288175,51.532188,2.21
Z01B003,25.290758,51.53222,2.15
Z17B006,25.284494,51.542209,2.12
Z17B019,25.28551,51.546986,2.31
Z17B001,25.286599,51.546921,2.59
Z17B018,25.286046,51.546954,2.24
Z17B029,25.285328,51.548065,2.23
Z22B065,25.28392,51.515102,2.26
Z22B051,25.285484,51.511576,2.31
Z22B036,25.286625,51.513648,2.27
Z22B040,25.286512,51.512522,2.18
Z22B016,25.287587,51.512359,2.24
Z22B009,25.288186,51.508666,1.97
Z22B045,25.286746,51.507086,2.16
Z22B047,25.285973,51.507173,2.56
Z25B097,25.263295,51.535603,2.22
Z25B096,25.264326,51.537088,2.24
Z15B053,25.275067,51.5327,2.29
Z15B032,25.276163,51.532634,2.31
Z24B014,25.27411,51.523082,2.24
Z24B016,25.274058,51.521799,2.24
Z24B003,25.274341,51.525162,2.18
Z24B027,25.27263,51.513185,2.25
Z15B048,25.275098,51.536198,2.43
Z21B011,25.295552,51.507943,2.16
Z13B044,25.280128,51.52024,2.6
Z13B040,25.281184,51.518713,2.43
Z13B045,25.281332,51.520688,2.16
Z13B051,25.281665,51.523201,2.11
Z13B038,25.282419,51.519339,2.23
Z13B034,25.28253,51.521266,2.3
Z13B001,25.287747,51.522642,2.26
Z13B002,25.288408,51.521682,2.22
Z15B038,25.276786,51.535843,2.25
Z17B022,25.284965,51.547023,2.26
Z18B009,25.287605,51.547027,2.2
Z24B091,25.268613,51.524321,2.13
Z24B085,25.269348,51.524339,2.28
Z25B021,25.270969,51.530191,2.19
Z25B070,25.267789,51.532814,2.35
Z25B085,25.267786,51.536491,2.16
Z25B071,25.268228,51.532706,2.12
Z25B065,25.267867,51.53048,2.2
Z17B023,25.284474,51.54704,2.17
Z17B024,25.284431,51.545994,2.18
Z17B013,25.284395,51.544908,2.09
Z17B027,25.284227,51.548091,2.21
Z17B026,25.283717,51.547105,2.31
Z17B025,25.283593,51.546065,2.2
Z22B037,25.285971,51.513401,2.17
Z22B039,25.286802,51.513054,2.18
Z22B057,25.285358,51.513931,2.1
Z22B058,25.284589,51.513714,2.24
Z22B020,25.28733,51.51327,2.06
Z27B030,25.279415,51.544332,2.22
Z25B100,25.26453,51.5322,2.25
Z25B102,25.265499,51.532229,2.34
Z25B106,25.264606,51.530664,2.27
Z25B109,25.263335,51.528459,2.28
Z25B108,25.264656,51.529338,2.16
Z25B113,25.265252,51.527661,2.31
Z52B033,25.308683,51.460828,2.19
Z52B031,25.31001,51.455423,2.25
Z52B022,25.315296,51.467977,2.16
Z52B020,25.317045,51.46753,2.17
Z52B050,25.297604,51.462307,2.2
Z71B119,25.480613,51.39492,2.19
Z71B118,25.48059,51.392236,2.22
Z71B122,25.478264,51.397101,2.21
Z71B124,25.474436,51.397685,2.13
Z71B127,25.470149,51.406769,2.22
Z52B002,25.319582,51.46314,2.27
Z52B001,25.318923,51.468153,2.18
Z51B200,25.343185,51.408267,2.24
Z51B078,25.330319,51.428656,2.23
Z51B104,25.340863,51.449305,2.16
Z51B102,25.33803,51.446611,2.21
Z45B026,25.25153,51.55288,2.16
Z71B267,25.389,51.421157,2.21
Z71B273,25.385114,51.415962,2.22
Z71B204,25.411917,51.405488,2.2
Z71B209,25.4115,51.402552,2.19
Z67B001,25.347274,51.502726,2.19
Z67B007,25.343944,51.484631,2.24
Z67B010,25.342884,51.48679,2.23
Z67B015,25.342719,51.496402,2.2
Z71B210,25.411343,51.400301,2.21
Z71B057,25.496255,51.371852,2.18
Z71B059,25.495002,51.374751,2.15
Z71B061,25.492534,51.371952,2.16
Z71B062,25.491764,51.3742,2.19
Z71B063,25.49128,51.376658,2.21
Z63B032,25.315919,51.516447,2.21
Z63B031,25.31681,51.519025,2.15
Z66B028,25.358777,51.52538,2.13
Z71B286,25.37507,51.419563,2.21
Z71B287,25.379172,51.421833,2.23
Z71B290,25.373181,51.424523,2.5
Z71B292,25.378635,51.427079,2.17
Z71B294,25.383351,51.430659,2.19
Z71B297,25.379719,51.435185,2.21
Z71B305,25.362292,51.444455,2.2
Z71B312,25.368784,51.433026,2.22
Z71B314,25.373445,51.430395,2.17
Z51B103,25.339855,51.447351,2.22
Z45B020,25.250806,51.546525,2.16
Z71B275,25.384623,51.419437,2.19
Z67B023,25.333773,51.503789,2.2
Z67B025,25.3356,51.497346,2.5
Z51B067,25.325407,51.462239,2.17
Z51B075,25.321382,51.454476,2.21
Z51B072,25.324441,51.450006,2.19
Z51B071,25.3274,51.449612,2.1
Z51B069,25.326536,51.457006,2.18
Z51B073,25.323995,51.457105,2.22
Z51B070,25.325961,51.454077,2.18
Z66B013,25.359621,51.505772,2.19
Z66B011,25.357857,51.498876,2.2
Z66B001,25.378207,51.516348,2.2
Z71B158,25.458663,51.398259,2.22
Z66B017,25.354311,51.515915,2.2
Z51B202,25.342655,51.396904,2.24
Z51B203,25.346876,51.401595,2.14
Z51B210,25.343539,51.387823,2.19
Z51B221,25.351738,51.376368,2.27
Z52B047,25.297871,51.471107,2.21
Z52B024,25.311278,51.469479,2.18
Z52B028,25.311806,51.462711,2.17
Z52B025,25.312132,51.465741,2.16
Z52B013,25.314068,51.45274,2.21
Z52B030,25.312278,51.454795,2.18
Z52B016,25.314609,51.459147,2.14
Z52B015,25.314869,51.456944,2.15
Z45B017,25.25104,51.543183,2.2
Z45B073,25.243995,51.544799,2.21
Z45B076,25.244255,51.550743,2.16
Z45B064,25.249599,51.551392,2.14
Z43B021,25.238576,51.520349,2.19
Z43B022,25.241156,51.516321,2.16
Z43B024,25.244499,51.513557,2.19
Z43B023,25.243259,51.511961,2.19
Z43B054,25.255623,51.490509,2.4
Z43B040,25.253607,51.494313,2.21
Z51B059,25.328801,51.464475,2.18
Z51B058,25.32787,51.46244,2.17
Z51B057,25.329107,51.46016,2.19
Z52B043,25.300593,51.464913,2.3
Z52B044,25.300648,51.467127,2.17
Z45B058,25.25079,51.554239,2.24
Z51B041,25.333534,51.450041,2.22
Z51B043,25.329279,51.45172,2.19
Z51B046,25.332162,51.454631,2.22
Z51B008,25.355656,51.427214,2.19
Z56B231,25.205911,51.533471,2.02
Z56B244,25.202691,51.523036,2.19
Z66B015,25.361703,51.517937,2.2
Z66B014,25.359671,51.512689,2.19
Z66B010,25.362704,51.499141,2.2
Z71B128,25.471741,51.402717,2.16
Z71B129,25.46962,51.403606,2.18
Z71B132,25.473489,51.394052,2.19
Z71B134,25.471025,51.390121,2.18
Z51B212,25.340164,51.38802,2.18
Z52B039,25.30851,51.466021,2.22
Z52B041,25.305728,51.466101,2.2
Z06B024,25.281243,51.535591,2.2
Z06B022,25.282831,51.537882,1.77
Z53B008,25.294296,51.431381,2.17
Z45B033,25.254091,51.554167,2.19
Z45B031,25.256482,51.553474,2.21
Z51B094,25.337451,51.437216,2.2
Z51B093,25.335047,51.436757,2.23
Z51B026,25.350658,51.444756,2.19
Z48B012,25.265326,51.555857,2.2
Z48B011,25.26626,51.553921,2.11
Z48B002,25.257739,51.572577,2.19
Z48B006,25.271313,51.553644,2.15
Z51B065,25.321958,51.463163,2.26
Z51B061,25.322225,51.468294,2.42
Z71B215,25.405336,51.396347,2.16
Z71B010,25.568525,51.27544,2.18
Z71B011,25.524333,51.2874,2.25
Z55B304,25.214733,51.391816,2.18
Z55B145,25.234628,51.435539,2.2
Z55B151,25.234256,51.442796,2.23
Z55B142,25.234972,51.438966,2.2
Z71B133,25.473449,51.390124,2.2
Z71B136,25.470335,51.386317,2.16
Z71B138,25.465254,51.387196,2.19
Z71B141,25.463647,51.394282,2.19
Z71B140,25.463725,51.390336,2.25
Z71B144,25.467563,51.395465,2.15
Z71B143,25.468717,51.391456,2.21
Z71B145,25.46856,51.399203,2.22
Z71B146,25.466609,51.399234,2.13
Z52B046,25.300548,51.47163,2.2
Z52B053,25.300142,51.459468,2.21
Z53B006,25.286262,51.433316,2.24
Z53B019,25.295962,51.422724,2.17
Z53B078,25.281102,51.419147,2.2
Z53B080,25.279522,51.414324,2.19
Z53B094,25.278224,51.421635,2.2
Z53B072,25.283029,51.417338,2.22
Z71B108,25.477206,51.381875,2.2
Z71B114,25.478433,51.385963,2.19
Z71B111,25.475534,51.38596,2.15
Z55B248,25.244194,51.390912,2.23
Z55B244,25.243501,51.397636,2.22
Z56B039,25.237644,51.486851,2.19
Z45B019,25.252359,51.546474,2.18
Z45B067,25.249129,51.549445,2.26
Z45B070,25.246485,51.547139,2.17
Z45B086,25.243769,51.556925,2.17
Z45B088,25.242966,51.559582,2.2
Z66B009,25.370188,51.499615,2.17
Z53B175,25.253207,51.36241,2.2
Z53B177,25.257768,51.363535,2.17
Z53B174,25.254999,51.367349,2.21
Z53B176,25.25652,51.360087,2.18
Z53B178,25.258923,51.366704,2.18
Z51B230,25.35969,51.37565,2.21
Z51B227,25.355486,51.381324,2.21
Z51B229,25.35969,51.37217,2.34
Z51B231,25.359686,51.38033,2.19
Z51B232,25.359673,51.383592,2.35
Z51B201,25.339038,51.397018,2.21
Z53B104,25.271924,51.421064,2.18
Z53B086,25.274992,51.409584,2.22
Z53B105,25.274974,51.422215,2.21
Z53B098,25.272517,51.424431,2.19
Z53B088,25.275796,51.413009,2.15
Z72B013,25.570563,51.153292,2.14
Z72B044,25.51378,51.021043,2.29
Z72B012,25.572104,51.201823,2.15
Z72B024,25.504085,51.167378,2.3
Z56B041,25.24257,51.491636,2.18
Z56B037,25.240424,51.493919,2.2
Z56B035,25.235357,51.492622,2.21
Z56B001,25.252281,51.491605,2.18
Z56B010,25.244546,51.499557,2.22
Z56B006,25.248026,51.497924,2.23
Z56B011,25.24647,51.501882,2.21
Z56B009,25.242227,51.496938,2.22
Z56B016,25.239079,51.503143,2.19
Z53B068,25.282772,51.409255,2.17
Z45B046,25.251475,51.56469,2.21
Z45B052,25.251215,51.558529,2.21
Z45B050,25.252547,51.559614,2.18
Z45B043,25.254586,51.560394,2.24
Z51B087,25.332187,51.442691,2.17
Z53B011,25.298222,51.428748,2.5
Z55B264,25.252729,51.377912,2.16
Z53B083,25.276909,51.406795,2.19
Z53B092,25.278077,51.418293,2.18
Z53B095,25.278784,51.424282,2.19
Z53B082,25.277441,51.409365,2.17
Z53B079,25.280528,51.416704,2.21
Z53B077,25.281337,51.421935,2.2
Z53B101,25.268224,51.422351,2.2
Z51B134,25.333262,51.422412,2.18
Z51B138,25.329449,51.417849,2.23
Z51B053,25.334277,51.461213,2.35
Z51B055,25.332226,51.458056,2.23
Z71B064,25.495644,51.37843,2.25
Z71B065,25.496332,51.380656,2.18
Z53B168,25.265643,51.371426,2.3
Z53B171,25.26207,51.372653,2.21
Z53B170,25.260818,51.369201,2.21
Z71B005,25.527382,51.361694,2.19
Z71B007,25.522763,51.331927,2.25
Z71B107,25.478964,51.381061,2.15
Z71B106,25.479933,51.383624,2.35
Z71B105,25.481064,51.381304,2.17
Z57B068,25.196063,51.437162,2.24
Z57B070,25.200026,51.443925,2.24
Z57B069,25.198045,51.440546,2.2
Z57B067,25.194349,51.434231,2.25
Z55B134,25.240116,51.437417,2.21
Z55B100,25.237859,51.448643,2.19
Z51B133,25.334274,51.417993,2.22
Z05B006,25.28179,51.534662,2.19
Z05B015,25.282007,51.532679,2.4
Z05B013,25.282501,51.533263,3.0
Z45B082,25.245395,51.552746,2.16
Z45B087,25.241697,51.556659,2.21
Z45B083,25.244696,51.554628,2.19
Z45B084,25.245857,51.555977,2.19
Z42B038,25.261834,51.546458,2.16
Z42B006,25.263366,51.546388,2.2
Z45B093,25.244706,51.562997,2.17
Z51B054,25.334734,51.457511,2.19
Z51B036,25.342345,51.457635,2.2
Z51B052,25.339066,51.458631,2.21
Z51B051,25.33816,51.455793,2.2
Z51B038,25.340835,51.453486,2.16
Z51B037,25.341709,51.455634,2.21
Z51B039,25.33745,51.450034,2.22
Z51B049,25.33699,51.453909,2.26
Z51B040,25.336856,51.451946,2.21
Z51B042,25.331089,51.449878,2.27
Z51B044,25.329517,51.454264,2.2
Z51B045,25.332232,51.453052,2.26
Z52B038,25.306783,51.462758,2.13
Z52B034,25.306324,51.460613,2.22
Z53B126,25.265463,51.407835,2.19
Z53B084,25.272237,51.406856,2.2
Z53B123,25.270915,51.409306,2.2
Z53B114,25.269965,51.414003,2.19
Z53B085,25.273127,51.409932,2.19
Z53B089,25.274053,51.41331,2.22
Z53B091,25.277062,51.415276,2.23
Z53B081,25.278551,51.412011,2.2
Z51B127,25.340786,51.420034,2.18
Z55B091,25.242575,51.459788,2.22
Z52B058,25.298552,51.452077,2.62
Z52B057,25.298684,51.455038,2.21
Z52B035,25.304214,51.458371,2.15
Z52B045,25.299281,51.466953,2.24
Z52B068,25.29948,51.444003,2.23
Z52B042,25.302644,51.46748,2.19
Z66B003,25.365069,51.515775,2.2
Z71B336,25.376808,51.412146,2.22
Z71B335,25.376794,51.408866,2.24
Z71B334,25.376803,51.405573,2.16
Z71B333,25.376819,51.402211,2.13
Z71B330,25.379282,51.393083,2.5
Z44B034,25.238868,51.524678,2.23
Z51B035,25.344849,51.455207,2.21
Z51B027,25.348033,51.445297,2.18
Z51B032,25.344824,51.45153,2.21
Z51B033,25.347401,51.45318,2.2
Z51B213,25.340897,51.384616,2.2
Z51B211,25.339635,51.392198,2.25
Z51B208,25.346464,51.388117,2.18
Z51B120,25.345515,51.422731,2.19
Z51B119,25.348394,51.424656,2.2
Z52B014,25.314135,51.455112,2.23
Z52B005,25.319131,51.459026,2.25
Z51B125,25.341944,51.423871,2.17
Z51B131,25.335111,51.425476,2.21
Z51B130,25.337949,51.428715,2.19
Z51B124,25.34134,51.426904,2.2
Z51B123,25.342345,51.429912,2.2
Z51B121,25.344763,51.426545,2.19
Z51B117,25.349917,51.431812,2.2
Z51B122,25.345605,51.429366,2.19
Z51B118,25.349063,51.42781,2.19
Z52B032,25.307186,51.45713,2.12
Z52B049,25.296613,51.468178,2.08
Z52B006,25.317188,51.459209,2.22
Z52B008,25.319395,51.456506,2.25
Z52B009,25.319196,51.453965,2.24
Z52B011,25.315879,51.455277,2.21
Z52B027,25.309708,51.463568,2.22
Z71B110,25.471414,51.38162,2.2
Z55B242,25.246702,51.401084,2.24
Z55B097,25.240227,51.45291,2.2
Z55B094,25.244456,51.455419,2.2
Z57B190,25.163893,51.451545,2.28
Z57B156,25.17124,51.450701,2.16
Z57B151,25.172919,51.453573,2.14
Z57B147,25.181049,51.457373,2.23
Z57B145,25.1769,51.460315,2.18
Z57B150,25.174909,51.456943,2.19
Z71B317,25.366854,51.429296,2.18
Z45B021,25.25251,51.54766,2.15
Z45B047,25.250961,51.563719,2.18
Z50B010,25.222716,51.552184,2.28
Z55B266,25.253152,51.373036,2.17
Z50B013,25.220114,51.542378,2.26
Z51B150,25.314704,51.418977,2.11
Z51B151,25.312559,51.41263,2.21
Z51B163,25.3112,51.398416,2.3
Z51B165,25.315122,51.39491,2.23
Z51B169,25.321714,51.392662,2.23
Z51B171,25.316054,51.390632,2.2
Z51B034,25.34807,51.454861,2.21
Z51B113,25.347462,51.434386,2.22
Z51B178,25.317075,51.379461,2.2
Z51B170,25.318654,51.391541,2.17
Z51B179,25.324021,51.382367,2.21
Z51B176,25.316127,51.385697,2.24
Z51B173,25.318435,51.388663,2.18
Z51B006,25.362677,51.420928,2.21
Z51B004,25.364574,51.424182,2.23
Z51B003,25.364463,51.428046,2.16
Z51B009,25.360061,51.429264,2.22
Z51B010,25.357763,51.431374,2.23
Z71B207,25.409123,51.407877,2.2
Z71B205,25.411443,51.407796,2.15
Z53B179,25.262428,51.363863,2.18
Z53B180,25.260559,51.359139,2.2
Z53B182,25.265641,51.362441,2.04
Z53B166,25.268463,51.366518,2.23
Z57B039,25.207554,51.438576,2.25
Z57B048,25.199579,51.43945,2.16
Z55B092,25.243809,51.458941,2.19
Z55B104,25.244279,51.446013,2.19
Z55B107,25.247088,51.454261,2.19
Z55B108,25.248349,51.457729,2.19
Z55B113,25.249565,51.45324,2.17
Z55B115,25.248855,51.446365,2.21
Z53B119,25.267465,51.41236,2.21
Z53B121,25.267785,51.410512,2.15
Z53B124,25.269017,51.408796,2.22
Z68B001,25.374052,51.489145,2.22
Z68B023,25.350473,51.497752,2.16
Z68B021,25.352872,51.49515,2.24
Z45B096,25.248375,51.564066,2.21
Z45B063,25.24915,51.553194,2.22
Z45B066,25.247095,51.550036,2.21
Z45B041,25.259501,51.559705,2.14
Z45B098,25.246594,51.567021,2.21
Z45B029,25.255577,51.550669,2.15
Z45B028,25.254493,51.551347,2.22
Z45B077,25.242191,51.54865,2.21
Z45B075,25.244326,51.54877,2.18
Z45B018,25.251683,51.545062,2.24
Z51B198,25.335544,51.390615,2.22
Z51B195,25.331828,51.387895,2.21
Z51B196,25.332945,51.383625,2.22
Z51B197,25.336547,51.381687,2.23
Z51B191,25.328122,51.383335,2.15
Z51B192,25.327186,51.387828,2.24
Z51B193,25.325493,51.392435,2.22
Z51B194,25.329597,51.392611,2.2
Z53B108,25.271457,51.416638,2.22
Z53B113,25.267833,51.414618,2.19
Z57B046,25.203519,51.436648,2.18
Z57B047,25.201511,51.438077,2.23
Z56B272,25.189243,51.490741,2.32
Z53B167,25.269785,51.370145,1.95
Z61B012,25.326054,51.537218,2.16
Z61B011,25.32442,51.535362,2.18
Z61B018,25.326462,51.531999,2.15
Z61B013,25.329241,51.536498,2.17
Z71B159,25.457799,51.400551,2.25
Z71B160,25.457347,51.402901,2.26
Z71B162,25.455716,51.406978,2.18
Z71B164,25.44905,51.399811,1.75
Z71B166,25.440063,51.409302,2.16
Z71B167,25.439934,51.404581,2.12
Z71B168,25.434427,51.389392,2.17
Z71B180,25.418518,51.393434,2.2
Z51B019,25.354539,51.443619,2.19
Z46B002,25.237717,51.541911,2.19
Z46B013,25.233141,51.545277,2.18
Z46B020,25.229721,51.543573,2.38
Z46B025,25.227319,51.543814,2.19
Z46B034,25.224426,51.541328,2.23
Z46B026,25.228501,51.547184,2.17
Z45B095,25.246733,51.564604,2.22
Z45B053,25.249175,51.56103,2.16
Z45B048,25.250524,51.562645,2.23
Z45B049,25.25279,51.561577,2.21
Z45B045,25.253575,51.563104,2.2
Z51B063,25.323651,51.465335,2.2
Z51B002,25.361221,51.431923,2.18
Z51B005,25.361829,51.425355,2.2
Z51B007,25.355824,51.423506,2.21
Z51B011,25.356196,51.431171,2.24
Z51B014,25.359596,51.436844,2.17
Z51B013,25.358,51.43487,2.23
Z61B014,25.328872,51.534999,2.2
Z61B017,25.32735,51.532721,2.06
Z55B167,25.237569,51.422218,2.17
Z55B168,25.235249,51.424399,2.11
Z55B166,25.238805,51.426856,2.21
Z55B187,25.243008,51.429976,2.2
Z71B149,25.463808,51.404243,2.19
Z71B150,25.46492,51.400953,2.21
Z53B172,25.258595,51.374536,2.2
Z71B264,25.387476,51.427915,2.19
Z55B186,25.243082,51.427249,2.25
Z55B063,25.267923,51.474208,2.19
Z55B065,25.264461,51.469605,2.26
Z55B067,25.264382,51.466315,2.18
Z52B037,25.302926,51.46317,2.0
Z45B010,25.253002,51.537419,2.24
Z45B024,25.252739,51.549352,2.21
Z45B027,25.253011,51.55222,2.18
Z45B039,25.255729,51.558091,2.1
Z45B030,25.255436,51.552865,2.21
Z45B042,25.256833,51.560371,2.2
Z50B016,25.215154,51.541811,2.26
Z51B180,25.322423,51.371439,2.35
Z51B077,25.323705,51.433742,2.2
Z45B008,25.25304,51.542139,2.2
Z45B025,25.251185,51.550502,2.22
Z45B023,25.25434,51.549661,2.29
Z45B022,25.254204,51.548135,2.18
Z51B132,25.337676,51.419996,2.23
Z51B082,25.332849,51.436607,2.22
Z50B012,25.219845,51.545443,2.14
Z51B016,25.354465,51.436549,2.12
Z51B029,25.347818,51.449487,2.24
Z51B174,25.322831,51.389829,2.24
Z51B172,25.31349,51.388532,2.14
Z51B175,25.322435,51.387045,1.88
Z51B177,25.31775,51.382732,2.17
Z51B181,25.322274,51.360141,2.0
Z55B075,25.256573,51.459861,2.2
Z55B086,25.250012,51.462871,2.22
Z55B080,25.256627,51.4648,2.18
Z55B079,25.255446,51.462948,2.22
Z55B078,25.254367,51.461114,2.2
Z55B083,25.252946,51.465981,2.19
Z56B180,25.205428,51.470744,2.22
Z55B261,25.255124,51.387401,2.2
Z45B005,25.255347,51.547632,2.26
Z45B040,25.2579,51.557098,2.23
Z45B094,25.244952,51.565244,2.24
Z45B091,25.24715,51.561188,2.18
Z45B092,25.244224,51.561572,2.24
Z45B035,25.253296,51.556355,2.25
Z45B032,25.255072,51.555219,2.21
Z45B057,25.251576,51.556263,2.25
Z45B056,25.250617,51.556805,2.23
Z45B055,25.249373,51.557336,2.17
Z53B074,25.284335,51.425539,2.2
Z53B007,25.290014,51.432244,2.16
Z24B069,25.271398,51.522971,2.23
Z24B070,25.271538,51.524076,2.1
Z24B029,25.272413,51.51668,2.13
Z24B013,25.272858,51.523032,2.21
Z24B005,25.274093,51.523962,2.19
Z51B205,25.35141,51.397135,2.24
Z51B206,25.351334,51.392625,2.1
Z51B224,25.348685,51.382577,2.35
Z51B222,25.352288,51.381315,2.18
Z51B223,25.348198,51.379383,2.16
Z51B218,25.347016,51.373265,2.19
Z51B220,25.35176,51.372863,2.19
Z51B219,25.347272,51.376759,2.25
Z51B241,25.337371,51.360819,2.16
Z51B242,25.336957,51.356178,2.13
Z51B183,25.336471,51.365168,2.25
Z51B186,25.338422,51.370158,2.34
Z51B188,25.334014,51.376134,2.21
Z51B189,25.330563,51.375407,2.22
Z51B184,25.331375,51.369618,2.18
Z51B207,25.347002,51.395468,1.93
Z51B204,25.351368,51.401608,2.22
Z55B246,25.246706,51.394134,2.19
Z55B249,25.247213,51.390248,2.22
Z55B297,25.23213,51.389397,2.0
Z55B236,25.234384,51.395339,2.1
Z67B028,25.336687,51.483103,2.18
Z66B026,25.344407,51.51773,2.23
Z52B007,25.3175,51.457366,2.21
Z52B066,25.302928,51.447794,2.1
Z52B064,25.303986,51.451254,2.23
Z53B030,25.286995,51.425457,2.22
Z53B029,25.288701,51.425488,2.2
Z53B071,25.282427,51.41309,2.22
Z71B147,25.467434,51.403552,2.24
Z66B030,25.376555,51.524607,2.38
Z52B073,25.310283,51.432905,2.18
Z52B040,25.306182,51.47061,2.24
Z52B018,25.313418,51.461532,2.21
Z55B081,25.257795,51.466478,2.13
Z55B106,25.246483,51.452099,2.14
Z55B119,25.254351,51.454686,2.22
Z46B024,25.226697,51.540902,2.24
Z46B027,25.22906,51.549877,2.0
Z46B030,25.227309,51.552624,2.16
Z47B039,25.228925,51.557895,2.15
Z47B037,25.230892,51.561853,2.18
Z47B032,25.230727,51.566913,2.17
Z47B030,25.232207,51.569122,2.22
Z51B079,25.331829,51.427717,2.21
Z51B228,25.355501,51.374586,2.22
Z46B018,25.231148,51.549092,2.23
Z51B097,25.339384,51.432875,2.24
Z51B126,25.343195,51.421231,2.21
Z51B128,25.339396,51.422859,2.23
Z51B140,25.327941,51.413744,2.22
Z51B139,25.330789,51.4151,2.18
Z51B012,25.353809,51.43133,2.16
Z51B015,25.356404,51.436458,2.24
Z52B065,25.304988,51.444479,2.24
Z52B067,25.301945,51.442238,2.15
Z52B070,25.30171,51.437624,2.24
Z52B072,25.301289,51.435322,2.18
Z52B071,25.303683,51.437841,2.26
Z52B069,25.29972,51.437369,2.21
Z52B054,25.301227,51.45747,2.16
Z52B055,25.29845,51.457441,2.15
Z71B154,25.459835,51.394498,2.18
Z71B155,25.457891,51.388081,2.08
Z71B156,25.456018,51.394173,2.2
Z71B049,25.444399,51.376623,2.18
Z51B080,25.333714,51.429481,2.16
Z45B081,25.243459,51.553086,2.18
Z45B085,25.243142,51.555622,2.2
Z45B089,25.244555,51.559095,2.16
Z48B005,25.275476,51.554428,2.23
Z51B095,25.336628,51.434074,2.17
Z53B120,25.266333,51.410979,2.14
Z53B117,25.271432,51.410936,2.24
Z51B252,25.379619,51.334618,2.32
Z51B253,25.364673,51.321601,2.24
Z71B152,25.463822,51.398054,2.17
Z71B153,25.461003,51.398073,2.11
Z54B007,25.294075,51.460529,2.25
Z71B060,25.493319,51.37528,2.21
Z71B004,25.508193,51.361618,2.19
Z71B283,25.373889,51.417556,2.42
Z52B056,25.296285,51.457129,2.12
Z52B051,25.296807,51.459711,2.2
Z52B052,25.298621,51.459573,2.18
Z52B061,25.302625,51.452588,2.28
Z52B026,25.310275,51.465829,2.14
Z52B017,25.315557,51.461586,2.23
Z52B019,25.315147,51.464408,2.19
Z52B021,25.314371,51.466753,2.15
Z52B023,25.315071,51.470055,2.2
Z52B003,25.318062,51.464236,2.22
Z52B004,25.318059,51.461389,2.19
Z52B012,25.317388,51.451398,2.0
Z52B010,25.317515,51.454897,2.25
Z53B116,25.271768,51.412818,2.24
Z53B125,25.268171,51.407218,2.19
Z53B111,25.269077,51.41795,2.2
Z53B181,25.263769,51.35772,2.17
Z53B106,25.273761,51.418712,2.23
Z15B026,25.27684,51.530578,2.04
Z15B028,25.275982,51.530688,2.28
Z15B002,25.278796,51.532944,2.25
Z15B056,25.274948,51.531651,2.1
Z15B058,25.274975,51.530571,2.26
Z32B015,25.327724,51.473039,2.14
Z32B011,25.32737,51.470446,2.13
Z32B048,25.32856,51.47533,2.24
Z32B016,25.329937,51.472346,2.22
Z51B083,25.33189,51.439638,2.21
Z51B135,25.331978,51.424999,2.18
Z51B089,25.335264,51.446952,2.25
Z51B190,25.330469,51.379365,2.18
Z51B243,25.32763,51.351677,2.23
Z42B013,25.260857,51.542767,2.1
Z36B013,25.306035,51.480519,2.19
Z36B015,25.304371,51.483987,2.23
Z36B022,25.300296,51.484023,2.19
Z36B025,25.3003,51.482044,2.18
Z36B027,25.301863,51.478266,2.07
Z36B031,25.29816,51.480235,2.19
Z37B004,25.30862,51.494123,2.2
Z37B007,25.307124,51.491584,2.17
Z37B019,25.30664,51.497938,2.12
Z37B018,25.306676,51.496599,2.19
Z42B015,25.262435,51.539991,2.27
Z42B047,25.26257,51.551255,2.14
